1000 0.002646
2000 0.008201
3000 0.017436
4000 0.016458
5000 0.001425
6000 0.00639
7000 0.038487
8000 0.073778
9000 0.144886
10000 0.15708
11000 0.206458
12000 0.248312
13000 0.292448
14000 0.102156
15000 0.162888
16000 0.239678
17000 0.323771
18000 0.38844
19000 0.620355
20000 0.692996
21000 0.733849
22000 0.830381
23000 0.902714
24000 0.983748
25000 1.09617
26000 1.08065
27000 0.784625
28000 0.841265
29000 0.953852
30000 1.20428
31000 0.462003
32000 0.676713
33000 1.51263
34000 1.9897
35000 2.17483
36000 2.53727
37000 2.45544
38000 1.54096
39000 2.71603
40000 2.8198
41000 2.71063
42000 2.01716
43000 3.21145
44000 3.44989
45000 3.46834
46000 3.25141
47000 3.78338
48000 3.98788
49000 2.16791
50000 2.90154
